text,label
retail sale of mobile phone retail sale of iphone itell samsung etc,4741
food activity ie lunch food activity ie lunch,5629
manifacture of structural metal product manifacture of metal door and window,2511
retail sale of food product in non specialised store with bevragrs tobacco and tobacco sale of good and other food product in non specialised store,4711
retail sale of hardware paint and glass in specialised store retail sale of building material eg paint,4752
manufacture of leather product in specialized store manufacture of leather product in specialized store,4771
retail sale of clothes footwear and leather aticle in specialised store retail sale of aticle of clothing,4771
sale of motor vehicle part accessory sale of motor vehicle part accessory,4530
recruitment service to the port authority recruitment service to port authority,7810
retail sale of pharmaceutical and medical costomertic in stre retail sale of pharmaceutical,4772
retail sale of mobile phone and related part retail sale of mobile phone and related part in specialized store,4741
hair dressing and beaty treatment hair dressing and beaty treatment,9602
wholesale of metal and non metal waste and scrap metal wholesale of waste and scrap and other product,4669
retai sals of second hand good retail sale of second hand good eg frige and tv,4774
manufacture of wearing apparel except for apparel sewing clothes and textile,1410
retail sale of mobile phone retail sale iphone itell samsung etc,4741
renting and leasing of other personal and household good renting and leasing of other personal household good,7729
retail sale of metal material ie cooking utensil retail sale of metal material ie cooking utensil,4773
retail sale of spare part motor cycle retail sale of spare part of motor cycle,4540
retail sale of compiter software and telecommunication equipment in a store retail sale of compiter software and telecommunication equipment eg mobile phone,4741
manufacture of domestic manufacture of domestic stove eg furrno,2511
manifacture of metal door window and there frame manifacture of structural metal,2511
retail sale of food product retail sale of jimbo onion etc,4711
food and beverage activity food activity and beverage,5629
retail sale of communication equipment in specialized store retail sale of communication equipment in specialized store,4741
manufacture of bakery product manufacture of cakespiesetc,1071
grain mill and product manifacture of grain mill product,1061
retail sale of compiter software and telecommunication equipment retail sale of compiter software and telecommunication equipment eg mobile,4741
manufacture of alminiunm frame manufacture of stove,2511
food activity ie breakfast etc food activity ie breakfast,5629
retail sale of food eg chackry retail sale of food eg chackry,4721
retail sale of compiter telecommunication equipment retail sale of computer telecommunication equipment eg mobile phone,4741
retail sale of food product in non specialised store with bevragrs and tobacco sale of good and other food product in stre,4711
retail sale of aticle of clothing footwear and leather aticle in a specialised store retail sale of aticle of clothing,4771
manifacture of metal door and window and other frame manifacture of structural metal product,2511
retail sale of food in specialized store ie breakfast retail sale of food in specialized store ie breakfast,5629
retail sale of food product retail sale of rice bread etc,4711
retail sale of telecommunication equipment and software in specialised retailsales of mobile phone,4741
